fname,itp,tp_prob,its,ts_prob
CM_URMC_00_HHE_100_2020010115595999.mseed_0,[],[],[],[]
CM_URMC_00_HHE_100_2020010115595999.mseed_3000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010116000000.mseed_0,[],[],[],[]
CM_URMC_00_HHE_100_2020010115595999.mseed_6000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010116000000.mseed_3000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010116000000.mseed_6000,[ 747 2425],[ 0.3397476  0.373848 ],[2873],[ 0.31244877]
CM_URMC_00_HHE_100_2020010115595999.mseed_9000,[],[],[],[]
CM_URMC_00_HHE_100_2020010115595999.mseed_12000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010116000000.mseed_9000,[2701],[ 0.60951954],[],[]
CM_URMC_00_HHE_100_2020010115595999.mseed_15000,[2944],[ 0.32424855],[],[]
CM_TAPM_00_HHE_100_2020010116000000.mseed_12000,[],[],[],[]
CM_URMC_00_HHE_100_2020010115595999.mseed_18000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010116000000.mseed_15000,[],[],[],[]
CM_URMC_00_HHE_100_2020010115595999.mseed_21000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010116000000.mseed_18000,[],[],[],[]
CM_URMC_00_HHE_100_2020010115595999.mseed_24000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010116000000.mseed_21000,[],[],[],[]
CM_URMC_00_HHE_100_2020010115595999.mseed_27000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010116000000.mseed_24000,[],[],[],[]
CM_URMC_00_HHE_100_2020010115595999.mseed_30000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010116000000.mseed_27000,[],[],[],[]
CM_URMC_00_HHE_100_2020010115595999.mseed_33000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010116000000.mseed_30000,[],[],[],[]
CM_URMC_00_HHE_100_2020010115595999.mseed_36000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010116000000.mseed_33000,[],[],[],[]
CM_URMC_00_HHE_100_2020010115595999.mseed_39000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010116000000.mseed_36000,[],[],[],[]
CM_URMC_00_HHE_100_2020010115595999.mseed_42000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010116000000.mseed_39000,[],[],[],[]
CM_URMC_00_HHE_100_2020010115595999.mseed_45000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010116000000.mseed_42000,[],[],[],[]
CM_URMC_00_HHE_100_2020010115595999.mseed_48000,[],[],[],[]
CM_TAPM_00_HHE_100_2020010116000000.mseed_45000,[],[],[],[]
